cyt,Pearson_r
CD274,1.0
JAK2,0.6365069445686904
PTPRC,0.5893301475132562
IL2RB,0.5749808156169084
ITGA4,0.5659052876027213
TAGAP,0.5503712074593237
CXCL9,0.5318120281882367
PRDM1,0.5290927456014785
IL2RA,0.5265988395923542
CD163,0.5240937463703715
EOMES,0.5240351431953496
CIITA,0.5178513886088331
ZEB2,0.5136916334222067
IFI16,0.5053965353899872
