SAMPLE_ID,cyt,zsc
TCGA-25-1634-01,ADAM8,-0.8884
TCGA-09-0369-01,ADAM8,-2.556
TCGA-09-0364-01,ADAM8,-3.4582
TCGA-09-0367-01,ADAM8,-0.0695
TCGA-04-1364-01,ADAM8,-3.3407
TCGA-30-1861-01,ADAM8,-1.5579
TCGA-VG-A8LO-01,ADAM8,0.2665
TCGA-61-2092-01,ADAM8,-1.1933
TCGA-04-1519-01,ADAM8,-0.0722
TCGA-25-1632-01,ADAM8,-0.7716
TCGA-29-1702-01,ADAM8,-0.047
TCGA-OY-A56Q-01,ADAM8,-3.0335
TCGA-61-2088-01,ADAM8,-0.7188
TCGA-24-1430-01,ADAM8,-1.9851
TCGA-61-2098-01,ADAM8,-0.4901
TCGA-25-1871-01,ADAM8,-1.7929
TCGA-59-2363-01,ADAM8,0.0272
TCGA-25-1321-01,ADAM8,-0.2622
TCGA-24-0975-01,ADAM8,-0.9237
TCGA-04-1362-01,ADAM8,-0.7338
TCGA-61-2101-01,ADAM8,-0.9888
TCGA-13-0800-01,ADAM8,-3.1768
TCGA-36-1577-01,ADAM8,0.368
TCGA-24-1419-01,ADAM8,-0.2247
TCGA-61-2102-01,ADAM8,-3.4052
TCGA-57-1582-01,ADAM8,-0.1296
TCGA-24-1552-01,ADAM8,-0.1327
TCGA-09-1674-01,ADAM8,-1.096
TCGA-24-2024-01,ADAM8,0.8627
TCGA-29-1705-01,ADAM8,0.1345
TCGA-61-1728-01,ADAM8,0.0201
TCGA-10-0928-01,ADAM8,-2.0445
TCGA-24-1103-01,ADAM8,-1.9149
TCGA-25-1870-01,ADAM8,0.1554
TCGA-23-1109-01,ADAM8,0.1509
TCGA-30-1891-01,ADAM8,0.4131
TCGA-24-1544-01,ADAM8,0.3586
TCGA-61-2009-01,ADAM8,-0.041
TCGA-29-1770-01,ADAM8,-0.9801
TCGA-23-1114-01,ADAM8,-0.3983
TCGA-29-1691-01,ADAM8,-1.0689
TCGA-61-1914-01,ADAM8,-0.2853
TCGA-13-0924-01,ADAM8,-0.859
TCGA-59-A5PD-01,ADAM8,1.8994
TCGA-61-1900-01,ADAM8,-0.9952
TCGA-24-2254-01,ADAM8,0.6959
TCGA-30-1857-01,ADAM8,0.1687
TCGA-25-2397-01,ADAM8,-0.2601
TCGA-09-1659-01,ADAM8,0.3326
TCGA-24-1844-01,ADAM8,-1.8793
TCGA-13-0899-01,ADAM8,-0.0046
TCGA-24-1616-01,ADAM8,0.4319
TCGA-25-1627-01,ADAM8,0.2446
TCGA-13-0913-01,ADAM8,-1.9482
TCGA-30-1718-01,ADAM8,-0.6308
TCGA-3P-A9WA-01,ADAM8,-0.6719
TCGA-24-2038-01,ADAM8,-0.0976
TCGA-13-1405-01,ADAM8,-0.876
TCGA-24-1557-01,ADAM8,0.152
TCGA-13-0730-01,ADAM8,-0.3008
TCGA-13-1481-01,ADAM8,-0.0144
TCGA-61-1733-01,ADAM8,-1.9927
TCGA-20-1684-01,ADAM8,-0.3541
TCGA-29-1701-01,ADAM8,-0.278
TCGA-23-1027-01,ADAM8,0.8756
TCGA-61-2008-01,ADAM8,0.1423
TCGA-36-1571-01,ADAM8,-1.1387
TCGA-25-1630-01,ADAM8,1.884
TCGA-29-1696-01,ADAM8,-0.316
TCGA-29-1690-01,ADAM8,1.3985
TCGA-24-1843-01,ADAM8,1.0407
TCGA-23-2081-01,ADAM8,-1.2441
TCGA-24-1558-01,ADAM8,0.1982
TCGA-23-1111-01,ADAM8,-0.4638
TCGA-24-1555-01,ADAM8,-0.4133
TCGA-25-1635-01,ADAM8,0.2989
TCGA-29-1694-01,ADAM8,-0.197
TCGA-25-2393-01,ADAM8,0.4806
TCGA-24-1474-01,ADAM8,-0.9896
TCGA-25-1328-01,ADAM8,0.859
TCGA-25-2400-01,ADAM8,0.2104
TCGA-61-2110-01,ADAM8,0.0862
TCGA-25-1312-01,ADAM8,-0.1956
TCGA-24-1546-01,ADAM8,1.3409
TCGA-30-1855-01,ADAM8,0.6348
TCGA-61-1910-01,ADAM8,0.192
TCGA-09-1673-01,ADAM8,-0.6935
TCGA-24-2033-01,ADAM8,-0.0368
TCGA-24-1427-01,ADAM8,0.7014
TCGA-09-2054-01,ADAM8,-1.7487
TCGA-61-2109-01,ADAM8,1.0142
TCGA-29-A5NZ-01,ADAM8,-0.563
TCGA-25-1317-01,ADAM8,-0.6074
TCGA-13-1403-01,ADAM8,-0.519
TCGA-29-2425-01,ADAM8,-0.8089
TCGA-13-A5FT-01,ADAM8,-0.6418
TCGA-61-2097-01,ADAM8,0.8839
TCGA-20-1685-01,ADAM8,0.3795
TCGA-57-1584-01,ADAM8,-0.6546
TCGA-61-2016-01,ADAM8,0.3932
TCGA-10-0936-01,ADAM8,0.1613
TCGA-30-1862-01,ADAM8,0.0016
TCGA-24-1928-01,ADAM8,-0.5676
TCGA-25-1316-01,ADAM8,0.2611
TCGA-24-1425-01,ADAM8,0.0019
TCGA-25-1318-01,ADAM8,0.1834
TCGA-13-1512-01,ADAM8,-0.1144
TCGA-24-1418-01,ADAM8,-0.8874
TCGA-24-2027-01,ADAM8,0.2123
TCGA-13-0920-01,ADAM8,-2.4806
TCGA-24-2297-01,ADAM8,-1.7357
TCGA-5X-AA5U-01,ADAM8,-1.5765
TCGA-29-1783-01,ADAM8,1.3653
TCGA-24-2271-01,ADAM8,0.2095
TCGA-23-1023-01,ADAM8,-0.4654
TCGA-29-1693-01,ADAM8,-1.2256
TCGA-24-2035-01,ADAM8,-0.5188
TCGA-25-2391-01,ADAM8,0.5138
TCGA-23-1809-01,ADAM8,0.1211
TCGA-24-2020-01,ADAM8,0.7486
TCGA-04-1365-01,ADAM8,1.1239
TCGA-25-1315-01,ADAM8,-1.0986
TCGA-13-0890-01,ADAM8,0.4838
TCGA-20-1683-01,ADAM8,-0.9501
TCGA-61-2111-01,ADAM8,-0.0887
TCGA-24-1567-01,ADAM8,-0.9041
TCGA-24-1469-01,ADAM8,0.8124
TCGA-61-1721-01,ADAM8,-2.0662
TCGA-20-1682-01,ADAM8,-0.8846
TCGA-61-1998-01,ADAM8,1.0633
TCGA-29-1762-01,ADAM8,-1.0738
TCGA-13-1506-01,ADAM8,-0.3924
TCGA-59-2348-01,ADAM8,-0.6619
TCGA-24-1416-01,ADAM8,-0.8204
TCGA-57-1583-01,ADAM8,-0.585
TCGA-57-1585-01,ADAM8,0.4641
TCGA-61-2000-01,ADAM8,0.335
TCGA-24-1560-01,ADAM8,-1.0717
TCGA-13-1497-01,ADAM8,-0.8589
TCGA-25-1625-01,ADAM8,-0.7404
TCGA-25-1323-01,ADAM8,0.207
TCGA-36-1575-01,ADAM8,-0.7688
TCGA-25-1324-01,ADAM8,-1.7388
TCGA-09-0366-01,ADAM8,1.406
TCGA-23-2077-01,ADAM8,0.1784
TCGA-25-2409-01,ADAM8,0.2105
TCGA-61-1725-01,ADAM8,-1.1309
TCGA-29-1698-01,ADAM8,-0.9178
TCGA-25-1329-01,ADAM8,0.3946
TCGA-31-1944-01,ADAM8,2.1017
TCGA-24-1463-01,ADAM8,1.4227
TCGA-24-2019-01,ADAM8,-0.8145
TCGA-23-1026-01,ADAM8,0.4632
TCGA-61-2003-01,ADAM8,1.3899
TCGA-25-1326-01,ADAM8,0.9015
TCGA-31-1950-01,ADAM8,-0.4001
TCGA-09-1669-01,ADAM8,0.5173
TCGA-29-1761-01,ADAM8,-0.4103
TCGA-24-2289-01,ADAM8,0.5835
TCGA-61-1738-01,ADAM8,-1.0574
TCGA-36-1574-01,ADAM8,0.1935
TCGA-13-0897-01,ADAM8,-0.2566
TCGA-09-2044-01,ADAM8,0.7797
TCGA-24-1562-01,ADAM8,1.2481
TCGA-13-1505-01,ADAM8,-0.7348
TCGA-24-1467-01,ADAM8,-0.113
TCGA-29-1776-01,ADAM8,-0.5905
TCGA-09-1662-01,ADAM8,1.2576
TCGA-61-1917-01,ADAM8,0.8787
TCGA-24-1849-01,ADAM8,0.7577
TCGA-13-0801-01,ADAM8,2.5162
TCGA-25-1314-01,ADAM8,-1.1396
TCGA-25-2398-01,ADAM8,0.0255
TCGA-36-1569-01,ADAM8,0.372
TCGA-23-2078-01,ADAM8,-1.1138
TCGA-24-1564-01,ADAM8,1.8144
TCGA-29-1688-01,ADAM8,0.2176
TCGA-25-2392-01,ADAM8,0.3085
TCGA-24-2298-01,ADAM8,-0.9122
TCGA-61-1737-01,ADAM8,0.162
TCGA-24-1423-01,ADAM8,-0.2021
TCGA-24-1603-01,ADAM8,-0.7999
TCGA-13-0893-01,ADAM8,-0.7325
TCGA-13-1410-01,ADAM8,0.4965
TCGA-WR-A838-01,ADAM8,-0.543
TCGA-23-1122-01,ADAM8,-0.6215
TCGA-24-1434-01,ADAM8,1.1447
TCGA-24-1550-01,ADAM8,0.5731
TCGA-61-1918-01,ADAM8,0.6296
TCGA-61-1919-01,ADAM8,0.8535
TCGA-61-1724-01,ADAM8,-0.3417
TCGA-OY-A56P-01,ADAM8,-1.3677
TCGA-25-1320-01,ADAM8,0.9222
TCGA-36-1580-01,ADAM8,0.7935
TCGA-61-1995-01,ADAM8,0.463
TCGA-04-1514-01,ADAM8,-1.113
TCGA-25-1631-01,ADAM8,-0.7565
TCGA-29-1703-01,ADAM8,-0.2224
TCGA-20-1687-01,ADAM8,0.7025
TCGA-29-1695-01,ADAM8,0.9881
TCGA-59-2351-01,ADAM8,0.6192
TCGA-29-1711-01,ADAM8,0.9154
TCGA-36-1568-01,ADAM8,0.2035
TCGA-24-1604-01,ADAM8,-1.2202
TCGA-09-1670-01,ADAM8,-0.4042
TCGA-36-1576-01,ADAM8,0.7165
TCGA-25-2042-01,ADAM8,-0.2195
TCGA-31-1946-01,ADAM8,1.3963
TCGA-57-1993-01,ADAM8,0.6637
TCGA-61-2002-01,ADAM8,1.0474
TCGA-24-1428-01,ADAM8,1.7757
TCGA-29-2427-01,ADAM8,1.0297
TCGA-09-2051-01,ADAM8,-0.216
TCGA-04-1348-01,ADAM8,1.2408
TCGA-24-2023-01,ADAM8,0.0486
TCGA-29-1763-01,ADAM8,-1.195
TCGA-29-1778-01,ADAM8,-0.3817
TCGA-25-1633-01,ADAM8,1.0534
TCGA-57-1994-01,ADAM8,0.7227
TCGA-59-2355-01,ADAM8,-0.4244
TCGA-24-2293-01,ADAM8,1.249
TCGA-09-2045-01,ADAM8,1.3945
TCGA-24-1435-01,ADAM8,0.3848
TCGA-25-2399-01,ADAM8,0.4193
TCGA-25-1626-01,ADAM8,0.7699
TCGA-25-1313-01,ADAM8,-0.379
TCGA-61-1736-01,ADAM8,-0.0967
TCGA-31-1959-01,ADAM8,0.7414
TCGA-29-1710-01,ADAM8,0.8466
TCGA-13-0916-01,ADAM8,-0.1073
TCGA-13-0799-01,ADAM8,-0.6202
TCGA-29-1785-01,ADAM8,0.6664
TCGA-25-1628-01,ADAM8,0.6465
TCGA-24-1549-01,ADAM8,0.4552
TCGA-59-2354-01,ADAM8,0.6839
TCGA-61-1907-01,ADAM8,0.4672
TCGA-61-1741-01,ADAM8,-0.1837
TCGA-36-1570-01,ADAM8,-1.9059
TCGA-13-2060-01,ADAM8,-0.7674
TCGA-24-1553-01,ADAM8,1.1234
TCGA-25-2404-01,ADAM8,0.3363
TCGA-24-2261-01,ADAM8,1.0539
TCGA-13-1498-01,ADAM8,0.353
TCGA-24-1850-01,ADAM8,0.348
TCGA-24-1424-01,ADAM8,-0.669
TCGA-59-2350-01,ADAM8,-0.0452
TCGA-23-2084-01,ADAM8,-0.0973
TCGA-25-1319-01,ADAM8,0.1796
TCGA-61-2095-01,ADAM8,1.7192
TCGA-24-1563-01,ADAM8,0.7164
TCGA-25-2401-01,ADAM8,0.9174
TCGA-29-1697-01,ADAM8,-1.2751
TCGA-23-1123-01,ADAM8,0.1008
TCGA-13-1411-01,ADAM8,1.6035
TCGA-61-1743-01,ADAM8,-1.0532
TCGA-24-2026-01,ADAM8,0.2086
TCGA-29-1784-01,ADAM8,0.952
TCGA-23-1120-01,ADAM8,-1.1282
TCGA-24-1545-01,ADAM8,0.3867
TCGA-24-1548-01,ADAM8,-0.5787
TCGA-25-2396-01,ADAM8,0.2318
TCGA-36-1578-01,ADAM8,0.9381
TCGA-24-2290-01,ADAM8,0.8887
TCGA-24-1924-01,ADAM8,0.4895
TCGA-25-1322-01,ADAM8,0.7454
TCGA-24-2288-01,ADAM8,0.1763
TCGA-29-1699-01,ADAM8,0.4009
TCGA-61-2012-01,ADAM8,0.9698
TCGA-30-1860-01,ADAM8,0.3696
TCGA-13-1507-01,ADAM8,-0.5583
TCGA-24-1930-01,ADAM8,1.3659
TCGA-24-2281-01,ADAM8,0.7217
TCGA-29-2428-01,ADAM8,0.682
TCGA-24-1556-01,ADAM8,0.0286
TCGA-61-1740-01,ADAM8,1.2259
TCGA-31-1953-01,ADAM8,1.8413
TCGA-24-1436-01,ADAM8,-0.6768
TCGA-13-1511-01,ADAM8,0.1486
TCGA-23-1029-01,ADAM8,-0.5307
TCGA-24-1551-01,ADAM8,1.4605
TCGA-24-1413-01,ADAM8,0.0578
TCGA-09-1666-01,ADAM8,0.4424
TCGA-24-1847-01,ADAM8,1.0997
TCGA-09-1668-01,ADAM8,1.3587
TCGA-25-1623-01,ADAM8,1.1489
TCGA-31-1951-01,ADAM8,1.5941
TCGA-61-2113-01,ADAM8,0.5239
TCGA-09-1667-01,ADAM8,0.6058
TCGA-36-1581-01,ADAM8,0.7053
TCGA-04-1357-01,ADAM8,0.2821
TCGA-24-2262-01,ADAM8,0.1642
TCGA-61-2104-01,ADAM8,0.8024
TCGA-59-2352-01,ADAM8,1.5024
TCGA-24-1417-01,ADAM8,0.6358
TCGA-24-1842-01,ADAM8,1.4342
TCGA-31-1956-01,ADAM8,1.5612
TCGA-24-2267-01,ADAM8,1.4209
TCGA-29-1781-01,ADAM8,0.8801
TCGA-61-2094-01,ADAM8,0.9555
TCGA-24-1846-01,ADAM8,1.8283
TCGA-25-1634-01,AHR,-1.8932
TCGA-09-0369-01,AHR,-1.9117
TCGA-09-0364-01,AHR,-1.5247
TCGA-09-0367-01,AHR,1.4801
TCGA-04-1364-01,AHR,-0.9416
TCGA-30-1861-01,AHR,0.572
TCGA-VG-A8LO-01,AHR,0.017
TCGA-61-2092-01,AHR,0.511
TCGA-04-1519-01,AHR,-1.5373
TCGA-25-1632-01,AHR,-2.373
TCGA-29-1702-01,AHR,0.7725
TCGA-OY-A56Q-01,AHR,-1.3327
TCGA-61-2088-01,AHR,-1.9216
TCGA-24-1430-01,AHR,-0.1781
TCGA-61-2098-01,AHR,0.2961
TCGA-25-1871-01,AHR,-1.4613
TCGA-59-2363-01,AHR,-0.9227
TCGA-25-1321-01,AHR,0.2904
TCGA-24-0975-01,AHR,-0.568
TCGA-04-1362-01,AHR,0.7317
TCGA-61-2101-01,AHR,1.28
TCGA-13-0800-01,AHR,-0.9723
TCGA-36-1577-01,AHR,-0.117
TCGA-24-1419-01,AHR,1.5251
TCGA-61-2102-01,AHR,-2.793
TCGA-57-1582-01,AHR,-0.8098
TCGA-24-1552-01,AHR,1.1923
TCGA-09-1674-01,AHR,-0.0987
TCGA-24-2024-01,AHR,0.3119
TCGA-29-1705-01,AHR,-0.2247
TCGA-61-1728-01,AHR,0.8942
TCGA-10-0928-01,AHR,-1.2843
TCGA-24-1103-01,AHR,0.0753
TCGA-25-1870-01,AHR,-0.452
TCGA-23-1109-01,AHR,-0.9495
TCGA-30-1891-01,AHR,1.0537
TCGA-24-1544-01,AHR,-2.2367
TCGA-61-2009-01,AHR,0.5335
TCGA-29-1770-01,AHR,-1.1739
TCGA-23-1114-01,AHR,-0.6722
TCGA-29-1691-01,AHR,0.4168
TCGA-61-1914-01,AHR,-0.4931
TCGA-13-0924-01,AHR,0.3206
TCGA-59-A5PD-01,AHR,0.7964
TCGA-61-1900-01,AHR,-0.5578
TCGA-24-2254-01,AHR,-0.4668
TCGA-30-1857-01,AHR,1.0866
TCGA-25-2397-01,AHR,2.6527
TCGA-09-1659-01,AHR,-0.9101
TCGA-24-1844-01,AHR,0.1903
TCGA-13-0899-01,AHR,-1.7238
TCGA-24-1616-01,AHR,-0.3539
TCGA-25-1627-01,AHR,-0.8027
TCGA-13-0913-01,AHR,-1.6227
TCGA-30-1718-01,AHR,-0.2348
TCGA-3P-A9WA-01,AHR,-0.4895
TCGA-24-2038-01,AHR,1.2517
TCGA-13-1405-01,AHR,1.023
TCGA-24-1557-01,AHR,-0.1254
TCGA-13-0730-01,AHR,-0.7548
TCGA-13-1481-01,AHR,-0.0496
TCGA-61-1733-01,AHR,1.1642
TCGA-20-1684-01,AHR,1.2619
TCGA-29-1701-01,AHR,-0.3992
TCGA-23-1027-01,AHR,-1.6512
TCGA-61-2008-01,AHR,0.0377
TCGA-36-1571-01,AHR,-2.2501
TCGA-25-1630-01,AHR,0.5677
TCGA-29-1696-01,AHR,1.3173
TCGA-29-1690-01,AHR,1.9792
TCGA-24-1843-01,AHR,0.212
TCGA-23-2081-01,AHR,0.9942
TCGA-24-1558-01,AHR,-0.0961
TCGA-23-1111-01,AHR,1.8507
TCGA-24-1555-01,AHR,0.3946
TCGA-25-1635-01,AHR,0.3478
TCGA-29-1694-01,AHR,1.1179
TCGA-25-2393-01,AHR,-1.2126
TCGA-24-1474-01,AHR,1.7796
TCGA-25-1328-01,AHR,1.0013
TCGA-25-2400-01,AHR,-0.5382
TCGA-61-2110-01,AHR,0.8728
TCGA-25-1312-01,AHR,0.2007
TCGA-24-1546-01,AHR,-0.5789
TCGA-30-1855-01,AHR,-0.0394
TCGA-61-1910-01,AHR,-1.855
TCGA-09-1673-01,AHR,0.2469
TCGA-24-2033-01,AHR,1.5765
TCGA-24-1427-01,AHR,-0.1303
TCGA-09-2054-01,AHR,0.271
TCGA-61-2109-01,AHR,-0.372
TCGA-29-A5NZ-01,AHR,-0.1564
TCGA-25-1317-01,AHR,-0.0244
TCGA-13-1403-01,AHR,-0.182
TCGA-29-2425-01,AHR,-0.9772
TCGA-13-A5FT-01,AHR,0.4578
TCGA-61-2097-01,AHR,0.1563
TCGA-20-1685-01,AHR,-0.9485
TCGA-57-1584-01,AHR,0.7485
TCGA-61-2016-01,AHR,1.3532
TCGA-10-0936-01,AHR,0.4129
TCGA-30-1862-01,AHR,-0.4206
TCGA-24-1928-01,AHR,0.871
TCGA-25-1316-01,AHR,0.5849
TCGA-24-1425-01,AHR,1.3593
TCGA-25-1318-01,AHR,0.2308
TCGA-13-1512-01,AHR,0.8189
TCGA-24-1418-01,AHR,0.9077
TCGA-24-2027-01,AHR,-1.5751
TCGA-13-0920-01,AHR,-0.4751
TCGA-24-2297-01,AHR,-0.4149
TCGA-5X-AA5U-01,AHR,-0.9102
TCGA-29-1783-01,AHR,0.4945
TCGA-24-2271-01,AHR,1.4311
TCGA-23-1023-01,AHR,-1.363
TCGA-29-1693-01,AHR,0.1225
TCGA-24-2035-01,AHR,0.8076
TCGA-25-2391-01,AHR,-0.3265
TCGA-23-1809-01,AHR,-0.8968
TCGA-24-2020-01,AHR,-0.7902
TCGA-04-1365-01,AHR,-0.4624
TCGA-25-1315-01,AHR,-1.2119
TCGA-13-0890-01,AHR,-1.0535
TCGA-20-1683-01,AHR,-1.5192
TCGA-61-2111-01,AHR,-0.9067
TCGA-24-1567-01,AHR,-1.1895
TCGA-24-1469-01,AHR,-0.0251
TCGA-61-1721-01,AHR,-0.2473
TCGA-20-1682-01,AHR,0.1012
TCGA-61-1998-01,AHR,-0.3982
TCGA-29-1762-01,AHR,0.1518
TCGA-13-1506-01,AHR,0.3474
TCGA-59-2348-01,AHR,0.104
TCGA-24-1416-01,AHR,0.2718
TCGA-57-1583-01,AHR,-0.3339
TCGA-57-1585-01,AHR,0.2793
TCGA-61-2000-01,AHR,-0.4877
TCGA-24-1560-01,AHR,-1.1826
TCGA-13-1497-01,AHR,-1.3222
TCGA-25-1625-01,AHR,0.3627
TCGA-25-1323-01,AHR,0.1246
TCGA-36-1575-01,AHR,-1.41
TCGA-25-1324-01,AHR,-0.8182
TCGA-09-0366-01,AHR,1.1252
TCGA-23-2077-01,AHR,0.8467
TCGA-25-2409-01,AHR,0.502
TCGA-61-1725-01,AHR,-0.1815
TCGA-29-1698-01,AHR,1.571
TCGA-25-1329-01,AHR,0.9087
TCGA-31-1944-01,AHR,-0.6784
TCGA-24-1463-01,AHR,-0.3681
TCGA-24-2019-01,AHR,0.8183
TCGA-23-1026-01,AHR,0.1089
TCGA-61-2003-01,AHR,0.328
TCGA-25-1326-01,AHR,-1.4113
TCGA-31-1950-01,AHR,0.9789
TCGA-09-1669-01,AHR,-1.9932
TCGA-29-1761-01,AHR,-1.3235
TCGA-24-2289-01,AHR,0.3157
TCGA-61-1738-01,AHR,-2.3247
TCGA-36-1574-01,AHR,0.3246
TCGA-13-0897-01,AHR,-0.4645
TCGA-09-2044-01,AHR,1.8998
TCGA-24-1562-01,AHR,-0.3009
TCGA-13-1505-01,AHR,1.6315
TCGA-24-1467-01,AHR,-1.3761
TCGA-29-1776-01,AHR,0.183
TCGA-09-1662-01,AHR,-0.7438
TCGA-61-1917-01,AHR,-0.5825
TCGA-24-1849-01,AHR,0.6975
TCGA-13-0801-01,AHR,-0.7266
TCGA-25-1314-01,AHR,0.8037
TCGA-25-2398-01,AHR,-0.5759
TCGA-36-1569-01,AHR,0.3714
TCGA-23-2078-01,AHR,-0.9865
TCGA-24-1564-01,AHR,0.7021
TCGA-29-1688-01,AHR,0.4999
TCGA-25-2392-01,AHR,-0.1672
TCGA-24-2298-01,AHR,-0.9805
TCGA-61-1737-01,AHR,-0.3202
TCGA-24-1423-01,AHR,0.2468
TCGA-24-1603-01,AHR,0.9017
TCGA-13-0893-01,AHR,-0.4877
TCGA-13-1410-01,AHR,-0.3958
TCGA-WR-A838-01,AHR,-0.7629
TCGA-23-1122-01,AHR,-0.5219
TCGA-24-1434-01,AHR,0.5054
TCGA-24-1550-01,AHR,0.9409
TCGA-61-1918-01,AHR,0.5602
TCGA-61-1919-01,AHR,1.2464
TCGA-61-1724-01,AHR,0.2915
TCGA-OY-A56P-01,AHR,-2.3843
TCGA-25-1320-01,AHR,0.5184
TCGA-36-1580-01,AHR,0.0589
TCGA-61-1995-01,AHR,0.0276
TCGA-04-1514-01,AHR,-1.2618
TCGA-25-1631-01,AHR,0.2734
TCGA-29-1703-01,AHR,0.449
TCGA-20-1687-01,AHR,0.9707
TCGA-29-1695-01,AHR,0.5869
TCGA-59-2351-01,AHR,1.7889
TCGA-29-1711-01,AHR,-0.9565
TCGA-36-1568-01,AHR,-0.8178
TCGA-24-1604-01,AHR,1.1891
TCGA-09-1670-01,AHR,0.5573
TCGA-36-1576-01,AHR,0.5221
TCGA-25-2042-01,AHR,1.5947
TCGA-31-1946-01,AHR,0.0963
TCGA-57-1993-01,AHR,-0.1682
TCGA-61-2002-01,AHR,1.7195
TCGA-24-1428-01,AHR,-1.0049
TCGA-29-2427-01,AHR,0.4044
TCGA-09-2051-01,AHR,0.3983
TCGA-04-1348-01,AHR,0.3988
TCGA-24-2023-01,AHR,1.4586
TCGA-29-1763-01,AHR,0.7291
TCGA-29-1778-01,AHR,1.1677
TCGA-25-1633-01,AHR,-0.235
TCGA-57-1994-01,AHR,-0.3496
TCGA-59-2355-01,AHR,0.6362
TCGA-24-2293-01,AHR,1.1521
TCGA-09-2045-01,AHR,-1.7563
TCGA-24-1435-01,AHR,-0.3659
TCGA-25-2399-01,AHR,0.2449
TCGA-25-1626-01,AHR,0.3543
TCGA-25-1313-01,AHR,0.6126
TCGA-61-1736-01,AHR,1.0423
TCGA-31-1959-01,AHR,-0.746
TCGA-29-1710-01,AHR,0.4405
TCGA-13-0916-01,AHR,-0.7912
TCGA-13-0799-01,AHR,-0.9822
TCGA-29-1785-01,AHR,0.1241
TCGA-25-1628-01,AHR,0.6668
TCGA-24-1549-01,AHR,1.0981
TCGA-59-2354-01,AHR,-0.0912
TCGA-61-1907-01,AHR,1.617
TCGA-61-1741-01,AHR,0.2533
TCGA-36-1570-01,AHR,-0.1919
TCGA-13-2060-01,AHR,-0.3337
TCGA-24-1553-01,AHR,0.9303
TCGA-25-2404-01,AHR,0.3054
TCGA-24-2261-01,AHR,1.6307
TCGA-13-1498-01,AHR,1.2938
TCGA-24-1850-01,AHR,-0.9287
TCGA-24-1424-01,AHR,0.7206
TCGA-59-2350-01,AHR,-1.4015
TCGA-23-2084-01,AHR,0.0689
TCGA-25-1319-01,AHR,-0.6649
TCGA-61-2095-01,AHR,0.891
TCGA-24-1563-01,AHR,0.0719
TCGA-25-2401-01,AHR,-0.9389
TCGA-29-1697-01,AHR,-2.9603
TCGA-23-1123-01,AHR,0.9542
TCGA-13-1411-01,AHR,0.7676
TCGA-61-1743-01,AHR,-0.1308
TCGA-24-2026-01,AHR,2.104
TCGA-29-1784-01,AHR,-0.1283
TCGA-23-1120-01,AHR,1.1114
TCGA-24-1545-01,AHR,0.7429
TCGA-24-1548-01,AHR,-2.0746
TCGA-25-2396-01,AHR,-0.0192
TCGA-36-1578-01,AHR,-2.583
TCGA-24-2290-01,AHR,0.7951
TCGA-24-1924-01,AHR,0.6514
TCGA-25-1322-01,AHR,0.1676
TCGA-24-2288-01,AHR,1.0581
TCGA-29-1699-01,AHR,-0.1381
TCGA-61-2012-01,AHR,-0.3429
TCGA-30-1860-01,AHR,0.9997
TCGA-13-1507-01,AHR,1.2816
TCGA-24-1930-01,AHR,-0.5545
TCGA-24-2281-01,AHR,-0.4864
TCGA-29-2428-01,AHR,-1.8117
TCGA-24-1556-01,AHR,0.3355
TCGA-61-1740-01,AHR,-0.6482
TCGA-31-1953-01,AHR,0.4684
TCGA-24-1436-01,AHR,0.0769
TCGA-13-1511-01,AHR,0.758
TCGA-23-1029-01,AHR,0.562
TCGA-24-1551-01,AHR,2.0543
TCGA-24-1413-01,AHR,0.9517
TCGA-09-1666-01,AHR,-0.1853
TCGA-24-1847-01,AHR,-0.1954
TCGA-09-1668-01,AHR,-0.2713
TCGA-25-1623-01,AHR,-0.4829
TCGA-31-1951-01,AHR,-0.3205
TCGA-61-2113-01,AHR,0.9317
TCGA-09-1667-01,AHR,0.6086
TCGA-36-1581-01,AHR,-0.2775
TCGA-04-1357-01,AHR,0.5813
TCGA-24-2262-01,AHR,-2.472
TCGA-61-2104-01,AHR,2.3453
TCGA-59-2352-01,AHR,-0.7496
TCGA-24-1417-01,AHR,-0.3018
TCGA-24-1842-01,AHR,0.7208
TCGA-31-1956-01,AHR,0.9047
TCGA-24-2267-01,AHR,0.4242
TCGA-29-1781-01,AHR,-0.6236
TCGA-61-2094-01,AHR,0.1606
TCGA-24-1846-01,AHR,0.0285
TCGA-25-1634-01,AIF1,-2.3775
TCGA-09-0369-01,AIF1,0.0318
TCGA-09-0364-01,AIF1,-2.5232
TCGA-09-0367-01,AIF1,0.7184
TCGA-04-1364-01,AIF1,-2.394
TCGA-30-1861-01,AIF1,-0.645
TCGA-VG-A8LO-01,AIF1,-1.9822
TCGA-61-2092-01,AIF1,-2.5631
TCGA-04-1519-01,AIF1,-1.1
TCGA-25-1632-01,AIF1,-2.0666
TCGA-29-1702-01,AIF1,-0.9735
TCGA-OY-A56Q-01,AIF1,-2.5146
TCGA-61-2088-01,AIF1,-0.9759
TCGA-24-1430-01,AIF1,-1.6494
TCGA-61-2098-01,AIF1,-2.1335
TCGA-25-1871-01,AIF1,-0.557
TCGA-59-2363-01,AIF1,-0.8154
TCGA-25-1321-01,AIF1,-0.4104
TCGA-24-0975-01,AIF1,0.6838
TCGA-04-1362-01,AIF1,0.1105
TCGA-61-2101-01,AIF1,-0.5662
TCGA-13-0800-01,AIF1,-2.1344
TCGA-36-1577-01,AIF1,-0.8231
