cyt,Pearson_r
CD274,1.0
CCL4,0.5456193910564716
GZMB,0.5384340793615454
CXCL9,0.5166398767444006
CXCL10,0.5144782809380363
PRF1,0.5142637800595464
LAG3,0.510568619548864
GZMH,0.5064643329888723
CD86,0.502144470778081
ICOS,0.5007529828392346
IFNG,0.5001746569475563
