SAMPLE_ID,cyt,zsc
TCGA-3E-AAAZ-01,CXCL9,-1.1311
TCGA-2L-AAQM-01,CXCL9,-1.0173
TCGA-FB-AAPQ-01,CXCL9,-0.895
TCGA-US-A77G-01,CXCL9,-0.5732
TCGA-2J-AABO-01,CXCL9,-0.2665
TCGA-FB-AAQ3-01,CXCL9,0.3841
TCGA-HV-A5A6-01,CXCL9,-0.8258
TCGA-2L-AAQE-01,CXCL9,-0.868
TCGA-FB-AAPU-01,CXCL9,-1.4009
TCGA-3A-A9IN-01,CXCL9,-0.3986
TCGA-2L-AAQJ-01,CXCL9,0.2565
TCGA-HZ-8001-01,CXCL9,0.0204
TCGA-RL-AAAS-01,CXCL9,0.7655
TCGA-HZ-A9TJ-01,CXCL9,-0.2221
TCGA-2J-AABA-01,CXCL9,-0.7756
TCGA-HZ-A77P-01,CXCL9,-0.1057
TCGA-IB-7889-01,CXCL9,0.5629
TCGA-FB-A5VM-01,CXCL9,-0.0655
TCGA-3A-A9I9-01,CXCL9,0.0531
TCGA-OE-A75W-01,CXCL9,1.1987
TCGA-Q3-AA2A-01,CXCL9,-0.7227
TCGA-IB-7887-01,CXCL9,0.3156
TCGA-FB-AAPS-01,CXCL9,0.485
TCGA-HV-A5A3-01,CXCL9,-0.7984
TCGA-2J-AABH-01,CXCL9,-0.1562
TCGA-HZ-7289-01,CXCL9,-2.3295
TCGA-3A-A9IS-01,CXCL9,-2.3015
TCGA-IB-A7M4-01,CXCL9,0.6281
TCGA-FB-A78T-01,CXCL9,0.3488
TCGA-3A-A9IV-01,CXCL9,-1.3773
TCGA-3A-A9IO-01,CXCL9,-3.0745
TCGA-FB-AAPZ-01,CXCL9,0.1044
TCGA-IB-A5ST-01,CXCL9,-0.3585
TCGA-H6-A45N-01,CXCL9,0.6107
TCGA-2L-AAQA-01,CXCL9,-0.3965
TCGA-2J-AABT-01,CXCL9,0.2208
TCGA-US-A77E-01,CXCL9,-0.7099
TCGA-F2-6880-01,CXCL9,-1.0995
TCGA-2J-AABE-01,CXCL9,-1.1327
TCGA-FB-AAPP-01,CXCL9,-2.4771
TCGA-M8-A5N4-01,CXCL9,0.6011
TCGA-RB-A7B8-01,CXCL9,0.2895
TCGA-3A-A9IC-01,CXCL9,-0.3659
TCGA-3A-A9IZ-01,CXCL9,-0.1224
TCGA-H8-A6C1-01,CXCL9,-0.2603
TCGA-IB-AAUV-01,CXCL9,0.2534
TCGA-YY-A8LH-01,CXCL9,-1.394
TCGA-FB-A545-01,CXCL9,-1.3021
TCGA-2J-AAB8-01,CXCL9,-0.2595
TCGA-2J-AABI-01,CXCL9,-0.2336
TCGA-F2-A44G-01,CXCL9,0.1531
TCGA-F2-A8YN-01,CXCL9,-1.6865
TCGA-3A-A9IU-01,CXCL9,-0.1694
TCGA-US-A77J-01,CXCL9,0.8644
TCGA-3A-A9IL-01,CXCL9,-1.3031
TCGA-FB-AAPY-01,CXCL9,0.7037
TCGA-XD-AAUG-01,CXCL9,-0.3778
TCGA-FB-A4P5-01,CXCL9,1.1183
TCGA-XD-AAUI-01,CXCL9,-0.1898
TCGA-IB-A5SQ-01,CXCL9,0.4337
TCGA-IB-A6UG-01,CXCL9,-0.1517
TCGA-FB-AAQ2-01,CXCL9,-0.9933
TCGA-HZ-8317-01,CXCL9,-0.5752
TCGA-XD-AAUL-01,CXCL9,-0.5419
TCGA-S4-A8RM-01,CXCL9,-0.0702
TCGA-XD-AAUH-01,CXCL9,0.0721
TCGA-2J-AABK-01,CXCL9,0.165
TCGA-IB-7644-01,CXCL9,-0.5639
TCGA-LB-A9Q5-01,CXCL9,0.2915
TCGA-S4-A8RP-01,CXCL9,1.6166
TCGA-3A-A9I7-01,CXCL9,0.5175
TCGA-IB-A5SP-01,CXCL9,-0.4663
TCGA-US-A776-01,CXCL9,-1.8376
TCGA-S4-A8RO-01,CXCL9,-0.3342
TCGA-RB-AA9M-01,CXCL9,-0.0796
TCGA-2J-AAB9-01,CXCL9,-0.2447
TCGA-3E-AAAY-01,CXCL9,0.3821
TCGA-HZ-A49H-01,CXCL9,0.6004
TCGA-IB-AAUU-01,CXCL9,-0.6201
TCGA-HV-A5A4-01,CXCL9,0.3168
TCGA-HZ-7925-01,CXCL9,-0.3725
TCGA-F2-6879-01,CXCL9,0.272
TCGA-3A-A9IH-01,CXCL9,-0.1944
TCGA-IB-AAUW-01,CXCL9,0.8792
TCGA-HZ-7922-01,CXCL9,0.5033
TCGA-XN-A8T5-01,CXCL9,-0.4831
TCGA-IB-7885-01,CXCL9,0.5211
TCGA-IB-AAUM-01,CXCL9,0.1541
TCGA-2J-AABU-01,CXCL9,-0.1212
TCGA-PZ-A5RE-01,CXCL9,-0.6541
TCGA-HV-A5A5-01,CXCL9,0.1998
TCGA-IB-7890-01,CXCL9,-0.9242
TCGA-HV-A7OL-01,CXCL9,0.6097
TCGA-HZ-A49G-01,CXCL9,0.3359
TCGA-IB-AAUP-01,CXCL9,0.624
TCGA-IB-A6UF-01,CXCL9,-0.6572
TCGA-YH-A8SY-01,CXCL9,-0.9868
TCGA-3A-A9IX-01,CXCL9,0.3219
TCGA-2J-AAB1-01,CXCL9,1.6952
TCGA-2J-AAB4-01,CXCL9,0.7564
TCGA-HV-AA8V-01,CXCL9,-0.3207
TCGA-2L-AAQI-01,CXCL9,-0.6421
TCGA-IB-A5SO-01,CXCL9,0.1646
TCGA-IB-7647-01,CXCL9,0.3491
TCGA-Q3-A5QY-01,CXCL9,0.4907
TCGA-FB-A4P6-01,CXCL9,-0.3241
TCGA-US-A774-01,CXCL9,0.7755
TCGA-L1-A7W4-01,CXCL9,-0.6106
TCGA-2J-AABR-01,CXCL9,0.7619
TCGA-F2-A44H-01,CXCL9,-0.1271
TCGA-IB-AAUT-01,CXCL9,1.0318
TCGA-HZ-A77O-01,CXCL9,0.6528
TCGA-HZ-7924-01,CXCL9,-0.5923
TCGA-IB-AAUS-01,CXCL9,-0.2176
TCGA-F2-7276-01,CXCL9,1.2413
TCGA-HZ-A49I-01,CXCL9,-0.5962
TCGA-2J-AABF-01,CXCL9,1.1759
TCGA-IB-AAUO-01,CXCL9,0.0687
TCGA-IB-AAUQ-01,CXCL9,-1.0938
TCGA-XN-A8T3-01,CXCL9,1.0887
TCGA-IB-AAUN-01,CXCL9,1.0236
TCGA-HZ-8519-01,CXCL9,1.2163
TCGA-IB-7888-01,CXCL9,-0.0312
TCGA-YB-A89D-01,CXCL9,-0.6847
TCGA-HZ-A4BK-01,CXCL9,0.4927
TCGA-IB-AAUR-01,CXCL9,0.4741
TCGA-F2-7273-01,CXCL9,0.4868
TCGA-HZ-A77Q-01,CXCL9,-0.4614
TCGA-Z5-AAPL-01,CXCL9,1.1626
TCGA-IB-8126-01,CXCL9,0.6289
TCGA-IB-7649-01,CXCL9,0.3871
TCGA-IB-7652-01,CXCL9,-0.4425
TCGA-HZ-A4BH-01,CXCL9,1.1172
TCGA-3A-A9IB-01,CXCL9,0.1853
TCGA-HZ-7920-01,CXCL9,2.1148
TCGA-IB-7645-01,CXCL9,0.9882
TCGA-HZ-8005-01,CXCL9,2.0811
TCGA-2J-AABP-01,CXCL9,2.0811
TCGA-IB-A7LX-01,CXCL9,0.376
TCGA-HZ-8636-01,CXCL9,0.6007
TCGA-IB-8127-01,CXCL9,0.4978
TCGA-HZ-8638-01,CXCL9,1.1624
TCGA-HZ-8315-01,CXCL9,2.2
TCGA-HZ-7926-01,CXCL9,-0.5279
TCGA-HZ-7918-01,CXCL9,2.9099
TCGA-H6-8124-01,CXCL9,-1.4195
TCGA-FB-A7DR-01,CXCL9,0.2982
TCGA-HZ-8002-01,CXCL9,0.3118
TCGA-IB-7891-01,CXCL9,1.4518
TCGA-F2-A7TX-01,CXCL9,1.9381
TCGA-HZ-7919-01,CXCL9,0.8975
TCGA-HZ-8003-01,CXCL9,2.2041
TCGA-IB-A5SS-01,CXCL9,-0.3012
TCGA-IB-7897-01,CXCL9,1.2665
TCGA-HZ-7923-01,CXCL9,0.5029
TCGA-IB-7886-01,CXCL9,1.1621
TCGA-IB-7893-01,CXCL9,-0.4763
TCGA-IB-7651-01,CXCL9,2.2414
TCGA-2J-AAB6-01,CXCL9,-0.549
TCGA-IB-7646-01,CXCL9,1.6245
TCGA-HZ-8637-01,CXCL9,3.2174
TCGA-HV-A7OP-01,CXCR3,-2.142
TCGA-2L-AAQL-01,CXCR3,0.291
TCGA-2J-AABV-01,CXCR3,-0.0826
TCGA-HV-AA8X-01,CXCR3,-0.073
TCGA-FB-AAQ0-01,CXCR3,-1.0762
TCGA-3A-A9J0-01,CXCR3,-1.619
TCGA-FB-AAQ1-01,CXCR3,0.4994
TCGA-HZ-A8P1-01,CXCR3,0.2975
TCGA-3A-A9I5-01,CXCR3,-1.0087
TCGA-US-A779-01,CXCR3,0.148
TCGA-FB-AAQ6-01,CXCR3,0.7153
TCGA-HZ-A8P0-01,CXCR3,-0.7096
TCGA-3A-A9IJ-01,CXCR3,-3.1559
TCGA-3A-A9IR-01,CXCR3,-0.8628
TCGA-LB-A8F3-01,CXCR3,-1.5473
TCGA-LB-A7SX-01,CXCR3,0.1102
TCGA-3E-AAAZ-01,CXCR3,-0.4591
TCGA-2L-AAQM-01,CXCR3,-1.1879
TCGA-FB-AAPQ-01,CXCR3,-0.9866
TCGA-US-A77G-01,CXCR3,-0.535
TCGA-2J-AABO-01,CXCR3,0.9186
TCGA-FB-AAQ3-01,CXCR3,1.16
TCGA-HV-A5A6-01,CXCR3,-0.8179
TCGA-2L-AAQE-01,CXCR3,-0.1243
TCGA-FB-AAPU-01,CXCR3,-0.8374
TCGA-3A-A9IN-01,CXCR3,-1.1302
TCGA-2L-AAQJ-01,CXCR3,1.6926
TCGA-HZ-8001-01,CXCR3,0.3904
TCGA-RL-AAAS-01,CXCR3,1.0544
TCGA-HZ-A9TJ-01,CXCR3,-1.422
TCGA-2J-AABA-01,CXCR3,0.5215
TCGA-HZ-A77P-01,CXCR3,0.3732
TCGA-IB-7889-01,CXCR3,0.5767
TCGA-FB-A5VM-01,CXCR3,0.6953
TCGA-3A-A9I9-01,CXCR3,2.0733
TCGA-OE-A75W-01,CXCR3,0.8818
TCGA-Q3-AA2A-01,CXCR3,0.1044
TCGA-IB-7887-01,CXCR3,-0.0028
TCGA-FB-AAPS-01,CXCR3,0.5786
TCGA-HV-A5A3-01,CXCR3,1.2529
TCGA-2J-AABH-01,CXCR3,0.5987
TCGA-HZ-7289-01,CXCR3,0.29
TCGA-3A-A9IS-01,CXCR3,-4.1745
TCGA-IB-A7M4-01,CXCR3,0.0091
TCGA-FB-A78T-01,CXCR3,0.0417
TCGA-3A-A9IV-01,CXCR3,-4.0962
TCGA-3A-A9IO-01,CXCR3,-1.9073
TCGA-FB-AAPZ-01,CXCR3,-0.1304
TCGA-IB-A5ST-01,CXCR3,0.8446
TCGA-H6-A45N-01,CXCR3,0.6838
TCGA-2L-AAQA-01,CXCR3,-0.9124
TCGA-2J-AABT-01,CXCR3,0.2804
TCGA-US-A77E-01,CXCR3,-0.5203
TCGA-F2-6880-01,CXCR3,-1.5467
TCGA-2J-AABE-01,CXCR3,0.1117
TCGA-FB-AAPP-01,CXCR3,-1.3333
TCGA-M8-A5N4-01,CXCR3,0.3284
TCGA-RB-A7B8-01,CXCR3,0.187
TCGA-3A-A9IC-01,CXCR3,0.5712
TCGA-3A-A9IZ-01,CXCR3,-1.9011
TCGA-H8-A6C1-01,CXCR3,-0.4641
TCGA-IB-AAUV-01,CXCR3,0.4137
TCGA-YY-A8LH-01,CXCR3,-0.1871
TCGA-FB-A545-01,CXCR3,0.2551
TCGA-2J-AAB8-01,CXCR3,-0.8638
TCGA-2J-AABI-01,CXCR3,-0.1933
TCGA-F2-A44G-01,CXCR3,-0.866
TCGA-F2-A8YN-01,CXCR3,-0.471
TCGA-3A-A9IU-01,CXCR3,0.9985
TCGA-US-A77J-01,CXCR3,0.7696
TCGA-3A-A9IL-01,CXCR3,-1.4554
TCGA-FB-AAPY-01,CXCR3,0.4659
TCGA-XD-AAUG-01,CXCR3,-0.6287
TCGA-FB-A4P5-01,CXCR3,1.2797
TCGA-XD-AAUI-01,CXCR3,0.0258
TCGA-IB-A5SQ-01,CXCR3,-0.1376
TCGA-IB-A6UG-01,CXCR3,-0.7957
TCGA-FB-AAQ2-01,CXCR3,0.5847
TCGA-HZ-8317-01,CXCR3,-0.993
TCGA-XD-AAUL-01,CXCR3,0.0882
TCGA-S4-A8RM-01,CXCR3,0.1835
TCGA-XD-AAUH-01,CXCR3,0.3528
TCGA-2J-AABK-01,CXCR3,-0.2606
TCGA-IB-7644-01,CXCR3,-0.1715
TCGA-LB-A9Q5-01,CXCR3,-0.3039
TCGA-S4-A8RP-01,CXCR3,0.1473
TCGA-3A-A9I7-01,CXCR3,1.6073
TCGA-IB-A5SP-01,CXCR3,-0.9759
TCGA-US-A776-01,CXCR3,-0.2704
TCGA-S4-A8RO-01,CXCR3,1.0054
TCGA-RB-AA9M-01,CXCR3,-0.0187
TCGA-2J-AAB9-01,CXCR3,-0.2404
TCGA-3E-AAAY-01,CXCR3,0.12
TCGA-HZ-A49H-01,CXCR3,0.9427
TCGA-IB-AAUU-01,CXCR3,-0.2893
TCGA-HV-A5A4-01,CXCR3,0.2029
TCGA-HZ-7925-01,CXCR3,0.4964
TCGA-F2-6879-01,CXCR3,-0.4723
TCGA-3A-A9IH-01,CXCR3,-0.2247
TCGA-IB-AAUW-01,CXCR3,-0.1756
TCGA-HZ-7922-01,CXCR3,-0.7835
TCGA-XN-A8T5-01,CXCR3,0.9595
TCGA-IB-7885-01,CXCR3,0.3819
TCGA-IB-AAUM-01,CXCR3,-0.1135
TCGA-2J-AABU-01,CXCR3,-0.6349
TCGA-PZ-A5RE-01,CXCR3,0.3114
TCGA-HV-A5A5-01,CXCR3,0.0311
TCGA-IB-7890-01,CXCR3,-0.7026
TCGA-HV-A7OL-01,CXCR3,1.4149
TCGA-HZ-A49G-01,CXCR3,0.5479
TCGA-IB-AAUP-01,CXCR3,1.5499
TCGA-IB-A6UF-01,CXCR3,-1.4993
TCGA-YH-A8SY-01,CXCR3,0.354
TCGA-3A-A9IX-01,CXCR3,0.6869
TCGA-2J-AAB1-01,CXCR3,0.0009
TCGA-2J-AAB4-01,CXCR3,0.2674
TCGA-HV-AA8V-01,CXCR3,0.144
TCGA-2L-AAQI-01,CXCR3,-0.0119
TCGA-IB-A5SO-01,CXCR3,-0.0222
TCGA-IB-7647-01,CXCR3,0.3959
TCGA-Q3-A5QY-01,CXCR3,2.4522
TCGA-FB-A4P6-01,CXCR3,0.5437
TCGA-US-A774-01,CXCR3,0.5705
TCGA-L1-A7W4-01,CXCR3,-2.5873
TCGA-2J-AABR-01,CXCR3,0.1983
TCGA-F2-A44H-01,CXCR3,-0.6428
TCGA-IB-AAUT-01,CXCR3,0.6683
TCGA-HZ-A77O-01,CXCR3,-0.6367
TCGA-HZ-7924-01,CXCR3,0.1023
TCGA-IB-AAUS-01,CXCR3,1.0645
TCGA-F2-7276-01,CXCR3,-0.0278
TCGA-HZ-A49I-01,CXCR3,0.8051
TCGA-2J-AABF-01,CXCR3,0.7287
TCGA-IB-AAUO-01,CXCR3,0.4318
TCGA-IB-AAUQ-01,CXCR3,-1.3098
TCGA-XN-A8T3-01,CXCR3,0.167
TCGA-IB-AAUN-01,CXCR3,1.1245
TCGA-HZ-8519-01,CXCR3,0.4395
TCGA-IB-7888-01,CXCR3,0.1816
TCGA-YB-A89D-01,CXCR3,-0.208
TCGA-HZ-A4BK-01,CXCR3,0.5652
TCGA-IB-AAUR-01,CXCR3,1.8455
TCGA-F2-7273-01,CXCR3,-0.1487
TCGA-HZ-A77Q-01,CXCR3,0.7145
TCGA-Z5-AAPL-01,CXCR3,2.0101
TCGA-IB-8126-01,CXCR3,0.6281
TCGA-IB-7649-01,CXCR3,-0.0902
TCGA-IB-7652-01,CXCR3,-0.7903
TCGA-HZ-A4BH-01,CXCR3,0.5091
TCGA-3A-A9IB-01,CXCR3,0.4558
TCGA-HZ-7920-01,CXCR3,-0.5646
TCGA-IB-7645-01,CXCR3,0.517
TCGA-HZ-8005-01,CXCR3,-0.387
TCGA-2J-AABP-01,CXCR3,0.6704
TCGA-IB-A7LX-01,CXCR3,1.3697
TCGA-HZ-8636-01,CXCR3,0.048
TCGA-IB-8127-01,CXCR3,0.9069
TCGA-HZ-8638-01,CXCR3,0.205
TCGA-HZ-8315-01,CXCR3,-0.0818
TCGA-HZ-7926-01,CXCR3,1.2056
TCGA-HZ-7918-01,CXCR3,1.4043
TCGA-H6-8124-01,CXCR3,-2.2925
TCGA-FB-A7DR-01,CXCR3,0.7414
TCGA-HZ-8002-01,CXCR3,-0.4169
TCGA-IB-7891-01,CXCR3,0.18
TCGA-F2-A7TX-01,CXCR3,0.4989
TCGA-HZ-7919-01,CXCR3,-0.0329
TCGA-HZ-8003-01,CXCR3,1.0235
TCGA-IB-A5SS-01,CXCR3,1.1016
TCGA-IB-7897-01,CXCR3,0.5456
TCGA-HZ-7923-01,CXCR3,0.7166
TCGA-IB-7886-01,CXCR3,0.1858
TCGA-IB-7893-01,CXCR3,-1.7898
TCGA-IB-7651-01,CXCR3,0.45
TCGA-2J-AAB6-01,CXCR3,-0.8253
TCGA-IB-7646-01,CXCR3,-1.2937
TCGA-HZ-8637-01,CXCR3,1.4122
TCGA-HV-A7OP-01,CXCR4,1.3606
TCGA-2L-AAQL-01,CXCR4,0.0901
TCGA-2J-AABV-01,CXCR4,-1.3773
TCGA-HV-AA8X-01,CXCR4,-1.0862
TCGA-FB-AAQ0-01,CXCR4,-1.5587
TCGA-3A-A9J0-01,CXCR4,0.1496
TCGA-FB-AAQ1-01,CXCR4,-0.0357
TCGA-HZ-A8P1-01,CXCR4,-0.6903
TCGA-3A-A9I5-01,CXCR4,-0.4056
TCGA-US-A779-01,CXCR4,-1.2873
TCGA-FB-AAQ6-01,CXCR4,-0.8324
TCGA-HZ-A8P0-01,CXCR4,0.3315
TCGA-3A-A9IJ-01,CXCR4,-3.6867
TCGA-3A-A9IR-01,CXCR4,-2.6021
TCGA-LB-A8F3-01,CXCR4,-0.2836
TCGA-LB-A7SX-01,CXCR4,-0.0665
TCGA-3E-AAAZ-01,CXCR4,-1.2686
TCGA-2L-AAQM-01,CXCR4,-0.8141
TCGA-FB-AAPQ-01,CXCR4,0.1284
TCGA-US-A77G-01,CXCR4,-1.166
TCGA-2J-AABO-01,CXCR4,-0.7096
TCGA-FB-AAQ3-01,CXCR4,-0.169
TCGA-HV-A5A6-01,CXCR4,-0.8175
TCGA-2L-AAQE-01,CXCR4,-0.4572
TCGA-FB-AAPU-01,CXCR4,-0.6191
TCGA-3A-A9IN-01,CXCR4,-0.9506
TCGA-2L-AAQJ-01,CXCR4,0.9433
TCGA-HZ-8001-01,CXCR4,0.5338
TCGA-RL-AAAS-01,CXCR4,0.8164
TCGA-HZ-A9TJ-01,CXCR4,-1.1998
TCGA-2J-AABA-01,CXCR4,0.3166
TCGA-HZ-A77P-01,CXCR4,-0.769
TCGA-IB-7889-01,CXCR4,0.5318
TCGA-FB-A5VM-01,CXCR4,0.471
TCGA-3A-A9I9-01,CXCR4,-0.2331
TCGA-OE-A75W-01,CXCR4,-0.0325
TCGA-Q3-AA2A-01,CXCR4,-0.022
TCGA-IB-7887-01,CXCR4,-0.0736
TCGA-FB-AAPS-01,CXCR4,1.2376
TCGA-HV-A5A3-01,CXCR4,-1.0481
TCGA-2J-AABH-01,CXCR4,-0.1218
TCGA-HZ-7289-01,CXCR4,-2.4591
TCGA-3A-A9IS-01,CXCR4,-3.1203
TCGA-IB-A7M4-01,CXCR4,0.2509
TCGA-FB-A78T-01,CXCR4,-0.3994
TCGA-3A-A9IV-01,CXCR4,-0.4005
TCGA-3A-A9IO-01,CXCR4,-2.4346
TCGA-FB-AAPZ-01,CXCR4,0.6814
TCGA-IB-A5ST-01,CXCR4,2.033
TCGA-H6-A45N-01,CXCR4,0.5112
TCGA-2L-AAQA-01,CXCR4,-0.8712
TCGA-2J-AABT-01,CXCR4,0.4474
TCGA-US-A77E-01,CXCR4,-0.0851
TCGA-F2-6880-01,CXCR4,-2.2438
TCGA-2J-AABE-01,CXCR4,-0.0306
TCGA-FB-AAPP-01,CXCR4,-1.0181
TCGA-M8-A5N4-01,CXCR4,0.2825
TCGA-RB-A7B8-01,CXCR4,0.4173
TCGA-3A-A9IC-01,CXCR4,-0.1121
TCGA-3A-A9IZ-01,CXCR4,-0.3696
TCGA-H8-A6C1-01,CXCR4,0.1435
TCGA-IB-AAUV-01,CXCR4,1.3995
TCGA-YY-A8LH-01,CXCR4,-0.5703
TCGA-FB-A545-01,CXCR4,-0.5268
TCGA-2J-AAB8-01,CXCR4,0.1424
TCGA-2J-AABI-01,CXCR4,-0.469
TCGA-F2-A44G-01,CXCR4,0.2556
TCGA-F2-A8YN-01,CXCR4,-0.7263
TCGA-3A-A9IU-01,CXCR4,-0.4591
TCGA-US-A77J-01,CXCR4,2.4994
TCGA-3A-A9IL-01,CXCR4,-1.2424
TCGA-FB-AAPY-01,CXCR4,0.6474
TCGA-XD-AAUG-01,CXCR4,0.6176
TCGA-FB-A4P5-01,CXCR4,1.5434
TCGA-XD-AAUI-01,CXCR4,0.7684
TCGA-IB-A5SQ-01,CXCR4,0.3886
TCGA-IB-A6UG-01,CXCR4,-0.3917
TCGA-FB-AAQ2-01,CXCR4,-0.7166
TCGA-HZ-8317-01,CXCR4,-1.0381
TCGA-XD-AAUL-01,CXCR4,0.2195
TCGA-S4-A8RM-01,CXCR4,0.0313
TCGA-XD-AAUH-01,CXCR4,1.7252
TCGA-2J-AABK-01,CXCR4,-0.1587
TCGA-IB-7644-01,CXCR4,-0.47
TCGA-LB-A9Q5-01,CXCR4,0.2955
TCGA-S4-A8RP-01,CXCR4,-0.5787
TCGA-3A-A9I7-01,CXCR4,-0.2343
TCGA-IB-A5SP-01,CXCR4,-1.1887
TCGA-US-A776-01,CXCR4,-1.0712
TCGA-S4-A8RO-01,CXCR4,-0.7372
TCGA-RB-AA9M-01,CXCR4,-0.2827
TCGA-2J-AAB9-01,CXCR4,-0.2566
TCGA-3E-AAAY-01,CXCR4,1.1556
TCGA-HZ-A49H-01,CXCR4,0.8378
TCGA-IB-AAUU-01,CXCR4,-0.5411
TCGA-HV-A5A4-01,CXCR4,-0.1804
TCGA-HZ-7925-01,CXCR4,0.6934
TCGA-F2-6879-01,CXCR4,-0.7434
TCGA-3A-A9IH-01,CXCR4,-0.8171
TCGA-IB-AAUW-01,CXCR4,-0.195
TCGA-HZ-7922-01,CXCR4,-0.1675
TCGA-XN-A8T5-01,CXCR4,1.5378
TCGA-IB-7885-01,CXCR4,0.4682
TCGA-IB-AAUM-01,CXCR4,0.0339
TCGA-2J-AABU-01,CXCR4,-0.2964
TCGA-PZ-A5RE-01,CXCR4,0.6026
TCGA-HV-A5A5-01,CXCR4,-0.096
TCGA-IB-7890-01,CXCR4,-0.437
TCGA-HV-A7OL-01,CXCR4,0.3294
TCGA-HZ-A49G-01,CXCR4,-0.0094
TCGA-IB-AAUP-01,CXCR4,2.1168
TCGA-IB-A6UF-01,CXCR4,-0.7357
TCGA-YH-A8SY-01,CXCR4,-0.6357
TCGA-3A-A9IX-01,CXCR4,0.6803
TCGA-2J-AAB1-01,CXCR4,0.6611
TCGA-2J-AAB4-01,CXCR4,0.3039
TCGA-HV-AA8V-01,CXCR4,-0.6001
TCGA-2L-AAQI-01,CXCR4,-0.1934
TCGA-IB-A5SO-01,CXCR4,1.3369
TCGA-IB-7647-01,CXCR4,1.2258
TCGA-Q3-A5QY-01,CXCR4,3.2178
TCGA-FB-A4P6-01,CXCR4,0.2308
TCGA-US-A774-01,CXCR4,-0.2643
TCGA-L1-A7W4-01,CXCR4,-0.5703
TCGA-2J-AABR-01,CXCR4,1.3453
TCGA-F2-A44H-01,CXCR4,-0.1338
TCGA-IB-AAUT-01,CXCR4,1.4138
TCGA-HZ-A77O-01,CXCR4,-0.9282
TCGA-HZ-7924-01,CXCR4,-0.6178
TCGA-IB-AAUS-01,CXCR4,1.3488
TCGA-F2-7276-01,CXCR4,0.506
TCGA-HZ-A49I-01,CXCR4,0.7897
TCGA-2J-AABF-01,CXCR4,0.1363
TCGA-IB-AAUO-01,CXCR4,-1.0967
TCGA-IB-AAUQ-01,CXCR4,0.015
TCGA-XN-A8T3-01,CXCR4,0.3231
TCGA-IB-AAUN-01,CXCR4,-0.7506
TCGA-HZ-8519-01,CXCR4,0.1236
TCGA-IB-7888-01,CXCR4,1.1353
TCGA-YB-A89D-01,CXCR4,0.4576
TCGA-HZ-A4BK-01,CXCR4,0.0278
TCGA-IB-AAUR-01,CXCR4,2.3468
TCGA-F2-7273-01,CXCR4,1.263
TCGA-HZ-A77Q-01,CXCR4,0.9223
TCGA-Z5-AAPL-01,CXCR4,3.3686
TCGA-IB-8126-01,CXCR4,0.7844
TCGA-IB-7649-01,CXCR4,0.1909
TCGA-IB-7652-01,CXCR4,0.1869
TCGA-HZ-A4BH-01,CXCR4,0.774
TCGA-3A-A9IB-01,CXCR4,-0.0259
TCGA-HZ-7920-01,CXCR4,1.2462
TCGA-IB-7645-01,CXCR4,1.2396
TCGA-HZ-8005-01,CXCR4,-0.354
TCGA-2J-AABP-01,CXCR4,-0.021
TCGA-IB-A7LX-01,CXCR4,-0.7214
TCGA-HZ-8636-01,CXCR4,0.072
TCGA-IB-8127-01,CXCR4,-0.1273
TCGA-HZ-8638-01,CXCR4,-1.2418
TCGA-HZ-8315-01,CXCR4,0.8367
TCGA-HZ-7926-01,CXCR4,0.9482
TCGA-HZ-7918-01,CXCR4,0.8573
TCGA-H6-8124-01,CXCR4,-0.9659
TCGA-FB-A7DR-01,CXCR4,-0.6316
TCGA-HZ-8002-01,CXCR4,0.3116
TCGA-IB-7891-01,CXCR4,0.3513
TCGA-F2-A7TX-01,CXCR4,-0.3099
TCGA-HZ-7919-01,CXCR4,-0.3228
TCGA-HZ-8003-01,CXCR4,0.4658
TCGA-IB-A5SS-01,CXCR4,-0.8088
TCGA-IB-7897-01,CXCR4,0.7753
TCGA-HZ-7923-01,CXCR4,0.9437
TCGA-IB-7886-01,CXCR4,-0.0346
TCGA-IB-7893-01,CXCR4,0.0633
TCGA-IB-7651-01,CXCR4,0.3682
TCGA-2J-AAB6-01,CXCR4,-0.7078
TCGA-IB-7646-01,CXCR4,0.8714
TCGA-HZ-8637-01,CXCR4,0.8755
TCGA-HV-A7OP-01,CXCR5,-0.6786
TCGA-2L-AAQL-01,CXCR5,-0.6299
TCGA-2J-AABV-01,CXCR5,-0.6954
TCGA-HV-AA8X-01,CXCR5,-1.0943
TCGA-FB-AAQ0-01,CXCR5,-0.9916
TCGA-3A-A9J0-01,CXCR5,0.1374
TCGA-FB-AAQ1-01,CXCR5,-0.4654
TCGA-HZ-A8P1-01,CXCR5,-1.4536
TCGA-3A-A9I5-01,CXCR5,0.7156
TCGA-US-A779-01,CXCR5,-0.4352
TCGA-FB-AAQ6-01,CXCR5,-0.2593
TCGA-HZ-A8P0-01,CXCR5,0.0641
TCGA-3A-A9IJ-01,CXCR5,-1.1933
TCGA-3A-A9IR-01,CXCR5,-1.1555
TCGA-LB-A8F3-01,CXCR5,-0.9011
TCGA-LB-A7SX-01,CXCR5,-0.709
TCGA-3E-AAAZ-01,CXCR5,-0.1738
TCGA-2L-AAQM-01,CXCR5,-1.3329
TCGA-FB-AAPQ-01,CXCR5,-1.1338
TCGA-US-A77G-01,CXCR5,-0.6262
TCGA-2J-AABO-01,CXCR5,0.2078
TCGA-FB-AAQ3-01,CXCR5,-1.0128
TCGA-HV-A5A6-01,CXCR5,-1.8391
